id,name_en,name_sanskrit,food_group,calories_per_100g,protein_g,carbs_g,fat_g,fiber_g,vitamins,minerals,rasa,virya,vipaka,guna,dosha_effect,seasonal_suitability,digestion_level,region_common,contraindications,suggested_combinations,therapeutic_uses,recommended_portion
3271,Free-range Turkey,Free-range Charma,Meat,208.41868217078473,25.342573971569198,4.660409479760956,16.845194970943233,0.0,"B1,D,B6,E",Calcium,"Kashaya,Tikta,Amla",Shita,Amla,Manda,"Balances Vata,Balances Kapha,Aggravates Pitta",Spring,Guru,"Himalayan,South India","High cholesterol,Heart disease","Black pepper + Turmeric,Turmeric + Milk","Respiratory health,Liver support",100g
3272,Wild Essence,Wild Churna,Spice,294.6957253120378,11.203246300750937,52.21201475481711,8.423942018982883,25.441213795351715,,"Potassium,Phosphorus,Magnesium","Amla,Kashaya",Shita,Madhura,Ruksha,"Aggravates Vata,Balances Kapha",Winter,Guru,North India,"Ulcer,Acidity,Pitta imbalance","Black pepper + Turmeric,Coriander + Coconut",Energy booster,1 tsp
3273,Cold-pressed Butter,Makkhan,Oil,896.1214795548601,1.6097063136461656,8.741618774309408,104.89181439369874,0.48888298249882767,"C,A,B3",,"Amla,Lavana,Kashaya",Ushna,Amla,Laghu,"Balances Pitta,Reduces Vata",Monsoon,Laghu,East India,"High cholesterol,Kapha imbalance,Obesity",Cumin + Rice,"Liver support,Cooling agent",1 tsp
3274,Fresh Leaf,Fresh Kanda,Vegetable,23.999239111812784,0.2017591170815215,0.0,0.0,2.695585697589598,"B3,E",,"Katu,Madhura,Kashaya",Shita,Amla,Manda,Balances Kapha,"Winter,Spring",Guru,"Himalayan,East India",,Black pepper + Turmeric,"Constipation,Joint health",1 bowl
3275,Freshwater Tuna,Jala,Fish,176.6310406739916,22.191353834981978,0.0,11.049969552169955,1.7410901848331806,"E,D","Calcium,Magnesium,Copper",Katu,Ushna,Katu,"Manda,Teekshna","Aggravates Kapha,Reduces Kapha",Autumn,Laghu,East India,"Underweight,Autoimmune condition",Cardamom + Tea,Skin health,100g
3276,Red Millet,Red Godhuma,Grain,373.21244657294704,7.683152093095897,70.74886703918654,6.841042969318364,3.081435629851688,"K,B2,B12,B1","Copper,Potassium,Selenium","Katu,Tikta,Madhura",Ushna,Madhura,"Ruksha,Manda","Aggravates Vata,Aggravates Kapha",Summer,Laghu,West India,"Autoimmune condition,Diabetes,Hypertension","Cumin + Rice,Black pepper + Turmeric",Energy booster,100g
3277,Wild Extract,Wild Kalka,Spice,251.22583872711533,11.08490356811745,69.1745095689353,9.757047559692502,24.87188318450992,"A,B2","Magnesium,Selenium,Iron,Copper,Manganese",Madhura,Shita,Katu,Teekshna,"Aggravates Kapha,Balances Kapha","Summer,Monsoon",Guru,"Pan-India,Coastal","Ulcer,Acidity,Pitta imbalance","Black pepper + Turmeric,Cloves + Tea","Digestive aid,Immunity enhancer,Weight management",pinch
3278,Whole Beans,Whole Chanaka,Legume,125.683305119045,10.23604033799595,18.289227245447496,0.47443829803039606,8.75043722644272,,"Calcium,Phosphorus,Potassium,Zinc,Iron",Tikta,Shita,Amla,Ruksha,"Balances Pitta,Aggravates Pitta,Reduces Kapha",All,Laghu,"North India,Coastal","Bloating,Gas,Vata imbalance",Cloves + Tea,"Constipation,Liver support,Respiratory health",50g
3279,Split Peas,Split Chanaka,Legume,149.64908905881623,10.729276338074298,18.528511191275268,4.262249653358326,6.701809425664642,"B12,B3,B1,E","Calcium,Iron,Potassium","Kashaya,Madhura,Tikta",Shita,Madhura,"Guru,Laghu","Reduces Vata,Aggravates Kapha","Summer,Autumn",Guru,Coastal,"Bloating,Gas,Vata imbalance",Cloves + Tea,"Anemia,Respiratory health",50g
3280,Wild Seeds,Wild Kanda,Nut,564.358435965926,21.736687915120896,19.675007226408013,53.96466524542134,11.735125086352808,"A,E,K","Phosphorus,Selenium,Zinc,Iron","Kashaya,Tikta",Shita,Amla,Ruksha,"Balances Pitta,Reduces Vata",Autumn,Guru,"Himalayan,North India",,"Turmeric + Milk,Cinnamon + Milk",Immunity enhancer,handful
3281,Red Barley,Yava,Grain,341.2428117594998,7.207443039951699,74.9632275780056,2.356015876598131,4.029575246179295,"B3,B6,B12,A","Zinc,Sodium","Madhura,Amla",Ushna,Katu,"Ruksha,Snigdha","Balances Vata,Aggravates Vata","Winter,Monsoon",Laghu,East India,,"Milk + Ghee,Cinnamon + Milk","Skin health,Liver support,Stress relief",1 bowl
3282,Wild Kernels,Wild Phala,Nut,609.6208000377546,19.25527719426758,29.61634357349526,53.00199219661251,10.005685583477213,"B6,B1,D",,"Tikta,Madhura,Katu",Shita,Katu,Guru,"Reduces Pitta,Balances Kapha","Winter,All",Laghu,Pan-India,,Turmeric + Milk,Liver support,1/4 cup
3283,Virgin Ghee,Ghrita,Oil,932.4760748143655,0.0,0.0,104.4811927549883,1.004002421679918,"B2,B6","Manganese,Calcium,Copper,Sodium",Katu,Ushna,Katu,"Guru,Ruksha","Balances Vata,Balances Kapha,Aggravates Pitta","Winter,Monsoon",Guru,North India,"High cholesterol,Kapha imbalance,Obesity","Cinnamon + Milk,Cloves + Tea,Ginger + Honey",Energy booster,1 tbsp
3284,Seawater Mackerel,Jala,Fish,219.56064305522608,22.793712649930832,0.8599438979424292,16.726363005236106,0.4098795122447828,"B6,D","Potassium,Calcium,Manganese","Katu,Madhura",Shita,Katu,"Manda,Laghu","Reduces Kapha,Aggravates Kapha",Summer,Laghu,"Pan-India,South India",,"Coriander + Coconut,Milk + Ghee","Joint health,Immunity enhancer",1 piece
3285,Organic Nuts,Organic Phala,Nut,609.0567507901608,20.72112534047997,22.818611783878332,53.938688277699775,10.965728788206707,"D,B12,B1",,"Tikta,Kashaya",Shita,Katu,"Manda,Guru","Balances Kapha,Balances Vata,Reduces Pitta","Spring,Autumn",Laghu,Pan-India,,Turmeric + Milk,Immunity enhancer,handful
3286,Free-range Pork,Free-range Charma,Meat,289.20060828167647,26.561012168815704,2.3466769000063614,15.78094855300887,1.5638924734325839,,"Sodium,Calcium,Iron,Manganese,Copper",Katu,Shita,Amla,Ruksha,"Aggravates Vata,Balances Pitta","Spring,Summer",Guru,"Coastal,South India","High cholesterol,Liver disease,Heart disease",Milk + Ghee,"Stress relief,Weight management",100g
3287,Roasted Seeds,Roasted Phala,Nut,621.1693674774584,21.570698299045883,28.19065532588631,53.091763694846186,10.918054347992111,B1,,"Tikta,Kashaya",Shita,Madhura,Guru,"Aggravates Kapha,Aggravates Vata,Aggravates Pitta","Summer,Spring",Guru,"Himalayan,North India","Pregnancy,Diabetes","Black pepper + Turmeric,Cloves + Tea,Coriander + Coconut","Respiratory health,Digestive aid",30g
3288,Crystallized Honey,Madhu,Sweetener,371.68341120650814,1.3654323472909229,94.79802505926816,3.842404314772997,0.30186771151104863,,Manganese,"Tikta,Kashaya",Ushna,Katu,"Snigdha,Ruksha","Reduces Pitta,Balances Pitta,Aggravates Pitta",Spring,Guru,Coastal,"Diabetes,Obesity,Kapha imbalance",Cardamom + Tea,"Weight management,Energy booster,Constipation",5g
3289,Himalayan Essence,Himalayan Phala,Spice,276.01061086901507,11.462955734324705,55.773457805655994,9.37432971210379,26.364429560243305,"B6,A,B1","Calcium,Manganese,Phosphorus,Iron,Magnesium","Amla,Lavana",Ushna,Amla,Guru,"Aggravates Vata,Balances Pitta,Reduces Kapha",Summer,Guru,"West India,South India","Ulcer,Infection,Acidity,Pitta imbalance","Milk + Ghee,Cardamom + Tea,Cloves + Tea","Constipation,Energy booster",1g
3290,Free-range Chicken,Free-range Charma,Meat,293.23087828509523,24.594150922193425,0.0,19.170301609394144,1.608624119991648,"A,D,B1",Magnesium,"Katu,Madhura,Lavana",Shita,Katu,"Ruksha,Snigdha","Aggravates Kapha,Balances Pitta","All,Monsoon",Guru,"Pan-India,South India","High cholesterol,Heart disease",Milk + Ghee,Energy booster,100g
3291,Black Lentils,Black Chanaka,Legume,77.12512170997871,9.519264481576352,15.858374663792187,2.803643949891242,7.812218521313191,"D,B2,A,B3","Selenium,Copper,Manganese,Magnesium","Tikta,Amla",Ushna,Madhura,"Guru,Teekshna","Reduces Vata,Aggravates Kapha,Aggravates Pitta","Winter,Monsoon",Laghu,"South India,Pan-India","Bloating,Gas,Vata imbalance","Cinnamon + Milk,Cardamom + Tea",Joint health,1/2 cup cooked
3292,Creamy Milk,Ksheera,Dairy,56.44469261527865,3.1793545220310317,11.552147726811835,7.315831974878952,0.6652124110517261,"B1,B3,A","Iron,Calcium,Manganese","Lavana,Amla",Shita,Amla,"Snigdha,Teekshna",Balances Kapha,"Spring,Monsoon",Guru,Himalayan,"Lactose intolerance,Kapha imbalance","Fennel + Mint,Milk + Ghee",Respiratory health,1 glass
3293,Wild Citrus,Wild Falasava,Fruit,11.730314231877315,2.496957011391,5.2367363014317885,0.0,2.174250949040749,"B2,E,B6",Calcium,"Amla,Katu",Ushna,Katu,"Guru,Teekshna",Reduces Pitta,Monsoon,Guru,Coastal,,"Ginger + Honey,Cumin + Rice,Fennel + Mint",Immunity enhancer,100g
3294,Whole Blend,Whole Phala,Spice,322.3330867347559,12.003827293280272,59.899820615482575,7.486933657837271,25.963557838943675,"K,B6,E,B3","Copper,Selenium,Sodium,Phosphorus",Amla,Shita,Amla,Snigdha,"Balances Pitta,Aggravates Kapha,Reduces Kapha","Autumn,Monsoon",Laghu,"Coastal,East India","Ulcer,Acidity,Pitta imbalance","Cinnamon + Milk,Coriander + Coconut,Black pepper + Turmeric",Skin health,1 tsp
3295,Fresh Stem,Fresh Shaka,Vegetable,43.8118323936346,0.9161891571086073,4.475706473685197,4.899448674559391,2.4873470969700184,"E,A","Selenium,Phosphorus,Iron,Magnesium","Katu,Tikta,Kashaya",Shita,Madhura,Teekshna,"Aggravates Pitta,Reduces Kapha,Balances Kapha","Monsoon,Winter",Guru,"North India,Himalayan",,"Turmeric + Milk,Black pepper + Turmeric","Digestive aid,Immunity enhancer,Stress relief",1 cup
3296,Bitter Apple,Bitter Falasava,Fruit,28.832371035742334,0.38413328536678537,20.345309306703793,3.2371987380650635,1.796991055279747,A,"Selenium,Magnesium",Kashaya,Shita,Amla,Guru,"Balances Vata,Aggravates Kapha,Reduces Vata","Summer,Autumn",Laghu,"Pan-India,West India",,"Cinnamon + Milk,Turmeric + Milk",Skin health,1 cup sliced
3297,Raw Kernels,Raw Bija,Nut,571.5647055557706,19.786693822862656,13.224440297585993,53.3821422718508,11.984089686418411,K,"Potassium,Magnesium,Manganese,Selenium","Tikta,Amla",Ushna,Madhura,Teekshna,"Balances Pitta,Aggravates Vata",Winter,Guru,"North India,Pan-India",,"Black pepper + Turmeric,Cloves + Tea,Cardamom + Tea",Digestive aid,1/4 cup
3298,Roasted Nuts,Roasted Phala,Nut,554.3478660943191,21.62384038161338,22.00180933699631,53.02744511288991,10.742838514573885,,"Selenium,Manganese",Madhura,Ushna,Madhura,"Guru,Teekshna","Aggravates Kapha,Reduces Kapha,Reduces Pitta",Summer,Laghu,North India,,"Cardamom + Tea,Fennel + Mint","Energy booster,Digestive aid,Joint health",1/4 cup
3299,Free-range Chicken,Free-range Asthi,Meat,260.19160959908316,26.637281403282795,9.166567171374126,17.63906525908413,0.0,"C,B1,B12",Phosphorus,"Amla,Lavana",Shita,Amla,"Laghu,Snigdha",Reduces Vata,Spring,Laghu,"North India,South India","High cholesterol,Heart disease,Autoimmune condition","Coriander + Coconut,Turmeric + Milk,Cinnamon + Milk","Digestive aid,Immunity enhancer",1 piece
3300,Wild Apple,Wild Phala,Fruit,43.47744427293494,2.22729400989311,21.100128113453287,3.569839505623494,1.6910689137899821,,"Magnesium,Potassium","Madhura,Tikta",Ushna,Katu,Teekshna,"Aggravates Vata,Reduces Kapha,Balances Kapha","Winter,Spring",Guru,"North India,South India","High cholesterol,Kidney disease","Coriander + Coconut,Milk + Ghee,Cinnamon + Milk",Weight management,1 medium
3301,Whole Powder,Whole Phala,Spice,294.80401242008185,12.586881866703514,65.26218597009468,5.804285694885888,25.422008386000357,B12,"Phosphorus,Selenium,Manganese",Amla,Ushna,Amla,Manda,Reduces Vata,Monsoon,Laghu,Coastal,"Underweight,Pitta imbalance,Ulcer,Thyroid disorder,Infection,Acidity",Coriander + Coconut,"Liver support,Energy booster",1g
3302,Wild Essence,Wild Kalka,Spice,329.8055621978609,13.478626936151478,51.56261588455627,6.302940644168262,24.87095715558605,"A,D",Selenium,"Madhura,Kashaya,Tikta",Shita,Katu,Snigdha,"Balances Pitta,Aggravates Kapha,Aggravates Pitta","Spring,Summer",Laghu,South India,"Ulcer,Acidity,Pitta imbalance","Ginger + Honey,Cinnamon + Milk,Coriander + Coconut","Anemia,Constipation,Digestive aid",1 tsp
3303,Free-range Chicken,Free-range Charma,Meat,285.06639999303457,26.27414110442598,1.2032611247119753,15.725271219738676,1.5218838417125182,"C,K,B12,B3","Calcium,Potassium","Amla,Tikta",Shita,Madhura,Guru,"Reduces Kapha,Balances Vata",All,Laghu,South India,"Heart disease,Fever,Hypertension,High cholesterol,Diabetes","Milk + Ghee,Fennel + Mint",Immunity enhancer,1 piece
3304,White Oats,White Godhuma,Grain,345.6757253591473,9.738042449357273,79.16014691725479,1.816577559772761,4.186751694337798,C,"Iron,Phosphorus","Katu,Madhura",Ushna,Katu,Guru,Aggravates Vata,"Autumn,Monsoon",Laghu,Pan-India,,Cinnamon + Milk,"Anemia,Stress relief",100g
3305,Grass-fed Pork,Grass-fed Charma,Meat,255.59050019293227,24.97883291591302,0.0,17.19467891677574,0.0,,"Potassium,Sodium,Calcium,Manganese,Magnesium","Katu,Amla,Lavana",Shita,Amla,"Manda,Snigdha",Balances Vata,"Monsoon,Autumn",Laghu,West India,"High cholesterol,Heart disease","Black pepper + Turmeric,Milk + Ghee,Cloves + Tea","Weight management,Digestive aid,Respiratory health",1 piece
3306,Himalayan Extract,Himalayan Kalka,Spice,277.2687399885952,11.578324398239712,62.90338440012199,4.270112753474709,25.061071322565624,,"Phosphorus,Calcium,Magnesium,Manganese",Amla,Shita,Madhura,"Snigdha,Teekshna",Balances Kapha,Summer,Guru,West India,"Ulcer,Acidity,Pitta imbalance","Milk + Ghee,Cumin + Rice","Liver support,Anemia,Skin health",pinch
3307,Virgin Butter,Makkhan,Oil,853.9408129588444,0.0,6.750594019907808,102.04086013927548,0.5199205744984488,B1,"Potassium,Copper,Phosphorus,Iron,Magnesium","Madhura,Amla,Tikta",Ushna,Madhura,Guru,Aggravates Vata,"Monsoon,Winter",Guru,"Pan-India,South India","High cholesterol,Kapha imbalance,Obesity",Cinnamon + Milk,Liver support,1 tbsp
3308,Natural Syrup,Natural Guda,Sweetener,399.7338141829926,1.1549280579471564,97.63313964158401,3.7262612993828785,0.5482099459462808,"D,A",Iron,Madhura,Ushna,Katu,Teekshna,"Balances Vata,Aggravates Kapha,Aggravates Vata",Winter,Guru,North India,"Diabetes,Obesity,Kapha imbalance","Cloves + Tea,Fennel + Mint,Coriander + Coconut","Respiratory health,Energy booster,Joint health",1 cube
3309,Whole Lentils,Whole Masura,Legume,112.21974109977191,8.592373080606812,26.64305969750621,4.720623228642205,8.667818436484025,"D,A,C","Iron,Selenium,Phosphorus,Manganese","Amla,Tikta,Lavana",Shita,Madhura,"Guru,Laghu","Aggravates Kapha,Aggravates Pitta","Winter,Monsoon",Laghu,"Pan-India,South India","Bloating,Gas,Vata imbalance","Cardamom + Tea,Turmeric + Milk",Respiratory health,1/2 cup cooked
3310,Sour Melon,Sour Falasava,Fruit,28.809733316070165,2.2737503947403934,15.154439243006102,3.2547108935754165,1.9639219544477036,K,"Phosphorus,Copper","Lavana,Katu,Kashaya",Ushna,Amla,"Teekshna,Laghu","Aggravates Kapha,Balances Pitta","Spring,Monsoon",Laghu,South India,,Ginger + Honey,"Digestive aid,Immunity enhancer",1 cup sliced
3311,Red Barley,Yava,Grain,322.11000380341005,7.783514549027136,75.73120077285192,3.557343773487748,2.9465710276500046,"A,B6",,Tikta,Ushna,Madhura,"Teekshna,Laghu",Reduces Pitta,Spring,Guru,"North India,Himalayan",,Coriander + Coconut,Stress relief,100g
3312,Raw Kernels,Raw Kanda,Nut,560.3452624326326,20.234841976200563,15.542554377513353,52.323622755185546,10.516767900395601,B1,,"Kashaya,Madhura,Amla",Shita,Amla,Manda,"Reduces Pitta,Balances Pitta,Reduces Kapha","Winter,Monsoon",Guru,East India,,"Turmeric + Milk,Ginger + Honey","Stress relief,Digestive aid",30g
3313,Farm Fresh Yogurt,Farm Dadhi,Dairy,56.82032099859175,2.616839634651902,0.2661275691076366,2.395862838840168,1.424738979537088,,"Phosphorus,Potassium,Calcium,Selenium,Iron",Kashaya,Ushna,Madhura,"Laghu,Teekshna","Aggravates Vata,Reduces Kapha,Aggravates Pitta",All,Laghu,"Coastal,North India","Lactose intolerance,Kapha imbalance","Turmeric + Milk,Cloves + Tea","Respiratory health,Stress relief,Immunity enhancer",100ml
3314,Wild Melon,Wild Falasava,Fruit,89.30396955579452,0.0,14.226736647128531,0.0,2.2989724842559127,"B6,B3","Potassium,Magnesium,Selenium",Lavana,Ushna,Madhura,Ruksha,Balances Kapha,"All,Monsoon",Guru,"North India,Coastal","Kidney disease,Acidity,Fever","Cinnamon + Milk,Cloves + Tea","Constipation,Skin health",1 cup sliced
3315,Cold-pressed Ghee,Ghrita,Oil,935.2591623772163,0.0,1.2093033892586966,102.7310919585435,0.6274306180737381,B12,"Sodium,Selenium,Phosphorus,Magnesium,Calcium",Katu,Ushna,Katu,"Manda,Teekshna","Reduces Kapha,Balances Kapha,Balances Vata",Monsoon,Guru,Pan-India,"High cholesterol,Kapha imbalance,Obesity","Black pepper + Turmeric,Coriander + Coconut","Immunity enhancer,Digestive aid",1 tsp
3316,Roasted Kernels,Roasted Kanda,Nut,643.0800522612701,20.856731020122975,17.93350940991855,51.47038632237132,11.631821840886294,,"Copper,Selenium,Sodium,Zinc",Kashaya,Shita,Amla,"Teekshna,Laghu","Reduces Vata,Reduces Kapha",Spring,Guru,"Coastal,East India",,Cardamom + Tea,"Stress relief,Liver support,Cooling agent",handful
3317,Free-range Chicken,Free-range Charma,Meat,272.07601081329335,25.516056528050733,5.907969104938589,14.005798492506399,1.4417801418277354,,,Kashaya,Ushna,Katu,Snigdha,Reduces Kapha,"Summer,All",Guru,"South India,Himalayan","High cholesterol,Heart disease",Black pepper + Turmeric,"Weight management,Energy booster,Cooling agent",1 piece
3318,Roasted Seeds,Roasted Phala,Nut,649.8022304420499,20.321741903254612,17.37539911848696,50.05563493682369,11.079976765965728,B3,"Phosphorus,Manganese,Sodium,Iron",Kashaya,Ushna,Madhura,Guru,"Reduces Vata,Reduces Kapha,Aggravates Vata","All,Winter",Laghu,"West India,North India",,"Cardamom + Tea,Ginger + Honey,Cloves + Tea","Stress relief,Skin health",1/4 cup
3319,Baby Flower,Baby Kanda,Vegetable,0.0,2.185760664928596,0.9994816812543927,2.0506998093375683,4.156806950991034,"K,B1,B2,E","Sodium,Manganese,Calcium,Phosphorus","Tikta,Kashaya,Madhura",Ushna,Madhura,"Snigdha,Manda",Reduces Pitta,"All,Spring",Laghu,Coastal,Underweight,"Milk + Ghee,Cumin + Rice,Cloves + Tea","Joint health,Skin health,Immunity enhancer",1 cup
3320,Wild Flower,Wild Kanda,Vegetable,57.67349456205925,0.5354014230755431,4.788380136610792,2.905994188444008,2.3144814918856027,,Iron,"Amla,Kashaya",Ushna,Amla,Teekshna,Balances Kapha,Spring,Laghu,"West India,Himalayan",,"Fennel + Mint,Cardamom + Tea,Cumin + Rice","Liver support,Skin health",1 bowl
3321,Wild Stem,Wild Mula,Vegetable,45.20427165205196,1.158387413993315,3.7474768513144383,0.34543026934743126,3.0016086127169768,B2,"Copper,Phosphorus,Sodium,Iron,Calcium","Tikta,Katu,Madhura",Ushna,Katu,"Manda,Teekshna",Aggravates Vata,"Winter,Summer",Laghu,"North India,West India",,Turmeric + Milk,Joint health,1 bowl
3322,Brown Barley,Yava,Grain,352.80563059005476,9.04284017656974,83.96807698988471,3.3602635757277177,3.3370430397065465,"E,B3,D",Selenium,"Madhura,Tikta,Katu",Ushna,Madhura,"Ruksha,Teekshna","Reduces Kapha,Aggravates Vata,Aggravates Kapha",Autumn,Guru,Pan-India,,"Milk + Ghee,Ginger + Honey",Digestive aid,1 cup cooked
3323,Organic Oil,Taila,Oil,879.3221804857632,0.0,0.0,100.20967725273427,0.0,D,Magnesium,"Tikta,Kashaya",Shita,Amla,Laghu,"Balances Kapha,Balances Pitta","Winter,All",Guru,"Pan-India,South India","High cholesterol,Kapha imbalance,Obesity",Fennel + Mint,"Anemia,Liver support",1 tbsp
3324,Organic Honey,Madhu,Sweetener,442.68601400047123,0.0,90.40542856349307,1.7204369468969976,0.0757804103012143,"B2,K,B6,B3","Potassium,Phosphorus,Magnesium","Kashaya,Katu,Madhura",Shita,Katu,Guru,"Balances Vata,Balances Pitta",Winter,Laghu,Coastal,"Diabetes,Obesity,Kapha imbalance","Cumin + Rice,Cloves + Tea","Energy booster,Skin health,Constipation",1 tsp
3325,Wild Apple,Wild Phala,Fruit,75.10324145232119,2.2802273859128173,17.749289418103693,2.102198150330965,3.8671319517493843,"E,B1,B3,B12","Magnesium,Iron,Calcium","Kashaya,Amla,Lavana",Ushna,Madhura,Snigdha,"Reduces Kapha,Reduces Pitta",Spring,Laghu,Himalayan,,"Cinnamon + Milk,Fennel + Mint,Turmeric + Milk","Joint health,Skin health",1 cup sliced
3326,Organic Cream,Organic Dadhi,Dairy,96.32108710608246,3.6409752478409745,4.64077400014996,6.464113196571882,0.0,A,"Iron,Magnesium,Phosphorus,Sodium,Zinc","Madhura,Lavana",Ushna,Katu,"Manda,Ruksha","Balances Kapha,Reduces Kapha",Spring,Laghu,Coastal,"Lactose intolerance,Kapha imbalance","Fennel + Mint,Milk + Ghee,Ginger + Honey","Cooling agent,Energy booster,Stress relief",1 cup
3327,Freshwater Fish,Jala,Fish,174.78302310807672,22.756576689408632,8.208762279975808,16.38371855104134,0.8569622640980339,"B1,D,B2,B12","Manganese,Zinc,Selenium,Sodium","Lavana,Madhura",Ushna,Amla,Laghu,"Aggravates Kapha,Aggravates Vata,Aggravates Pitta",Spring,Laghu,Himalayan,,"Cloves + Tea,Cumin + Rice,Turmeric + Milk",Digestive aid,100g
3328,Baby Leaf,Baby Kanda,Vegetable,72.35145984770116,0.12546607831694567,0.0,0.40296636966143173,3.9108684272092527,,,"Kashaya,Madhura,Amla",Shita,Amla,"Manda,Teekshna","Aggravates Kapha,Reduces Kapha,Reduces Vata",Monsoon,Laghu,West India,"Acidity,Autoimmune condition",Black pepper + Turmeric,Stress relief,1 bowl
